ID,gender,age,maritalStatus,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50
14058,Female,21,Married partner,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1
17322,Female,26,Single,Bachelors degree,Office & Administrative Support,$87500 - $99999,gt8,less1,1~3,1~3,1~3
14625,Male,21,Single,Bachelors degree,Student,$25000 - $37499,4~8,4~8,4~8,1~3,never
17329,Male,36,Unmarried partner,Some college - no degree,Building & Grounds Cleaning & Maintenance,$25000 - $37499,1~3,less1,1~3,1~3,less1
19975,Female,21,Married partner,High School Graduate,Office & Administrative Support,$12500 - $24999,never,never,4~8,1~3,less1
15217,Male,31,Married partner,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,1~3,4~8,4~8,less1
12262,Male,21,Single,Graduate degree (Masters or Doctorate),Computer & Mathematical,$50000 - $62499,never,never,1~3,less1,never
21959,Male,50plus,Married partner,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,less1,1~3,1~3,1~3,less1
22546,Female,26,Married partner,Bachelors degree,Office & Administrative Support,$50000 - $62499,never,less1,1~3,1~3,never
15968,Male,36,Married partner,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,1~3,less1,1~3,4~8,1~3
16512,Male,36,Unmarried partner,Bachelors degree,Retired,$37500 - $49999,1~3,4~8,4~8,1~3,1~3
17611,Female,36,Unmarried partner,Some college - no degree,Computer & Mathematical,$12500 - $24999,never,1~3,less1,1~3,4~8
10368,Female,31,Married partner,Bachelors degree,Life Physical Social Science,$37500 - $49999,never,less1,4~8,4~8,less1
10930,Female,31,Single,Graduate degree (Masters or Doctorate),Life Physical Social Science,$50000 - $62499,1~3,4~8,4~8,4~8,4~8
11100,Female,41,Married partner,Associates degree,Unemployed,$75000 - $87499,never,less1,4~8,1~3,less1
22467,Male,41,Divorced,High School Graduate,Sales & Related,$12500 - $24999,never,less1,less1,1~3,4~8
21411,Male,31,Married partner,Some college - no degree,Sales & Related,$50000 - $62499,1~3,1~3,gt8,4~8,1~3
10800,Female,46,Married partner,Some college - no degree,Sales & Related,$25000 - $37499,less1,less1,1~3,less1,never
14818,Female,31,Single,Bachelors degree,Community & Social Services,$50000 - $62499,4~8,1~3,1~3,1~3,less1
15362,Female,26,Unmarried partner,Associates degree,Office & Administrative Support,$12500 - $24999,less1,1~3,1~3,1~3,1~3
20699,Male,26,Married partner,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,
13686,Male,26,Married partner,Bachelors degree,Life Physical Social Science,$37500 - $49999,less1,1~3,1~3,1~3,less1
18468,Female,50plus,Married partner,Some college - no degree,Personal Care & Service,$87500 - $99999,never,gt8,less1,1~3,less1
13288,Female,31,Married partner,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,1~3,gt8,less1
19616,Female,21,Unmarried partner,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never
22494,Female,26,Unmarried partner,Some college - no degree,Office & Administrative Support,$50000 - $62499,1~3,never,4~8,4~8,less1
15877,Male,31,Married partner,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,never,never,4~8,gt8,4~8
17459,Female,31,Unmarried partner,Graduate degree (Masters or Doctorate),Life Physical Social Science,$50000 - $62499,never,never,less1,less1,never
22385,Male,26,Single,Bachelors degree,Unemployed,$12500 - $24999,1~3,less1,4~8,1~3,less1
20494,Male,below21,Single,Some college - no degree,Student,Less than $12500,1~3,1~3,1~3,less1,less1
15963,Male,36,Married partner,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,1~3,less1,1~3,4~8,1~3
13623,Female,26,Single,Bachelors degree,Retired,$87500 - $99999,never,less1,less1,1~3,less1
21595,Female,21,Single,Bachelors degree,Student,$25000 - $37499,never,never,less1,never,never
16224,Female,41,Married partner,Some college - no degree,Arts Design Entertainment Sports & Media,$62500 - $74999,less1,less1,1~3,1~3,less1
22116,Female,36,Married partner,Bachelors degree,Unemployed,$25000 - $37499,less1,1~3,4~8,4~8,4~8
13076,Male,26,Single,High School Graduate,Unemployed,$37500 - $49999,gt8,gt8,gt8,gt8,gt8
22422,Male,31,Married partner,Some college - no degree,Protective Service,$100000 or More,1~3,less1,4~8,1~3,4~8
19153,Male,below21,Single,Some college - no degree,Student,$25000 - $37499,never,never,less1,never,
11939,Female,31,Single,Bachelors degree,Transportation & Material Moving,$25000 - $37499,less1,1~3,4~8,gt8,less1
13902,Male,50plus,Single,Bachelors degree,Computer & Mathematical,$75000 - $87499,1~3,never,1~3,4~8,1~3
16232,Female,41,Married partner,Some college - no degree,Arts Design Entertainment Sports & Media,$62500 - $74999,less1,less1,1~3,1~3,less1
13807,Male,21,Married partner,Some college - no degree,Education&Training&Library,$25000 - $37499,never,never,1~3,1~3,less1
13831,Female,50plus,Married partner,Associates degree,Arts Design Entertainment Sports & Media,$25000 - $37499,never,never,less1,1~3,never
10641,Female,41,Single,Some college - no degree,Office & Administrative Support,$25000 - $37499,less1,1~3,1~3,1~3,never
19858,Male,36,Single,Some college - no degree,Office & Administrative Support,$25000 - $37499,less1,never,less1,less1,less1
15414,Female,26,Single,Bachelors degree,Personal Care & Service,$12500 - $24999,never,,1~3,1~3,less1
20735,Female,21,Married partner,Some college - no degree,Unemployed,$25000 - $37499,never,less1,1~3,1~3,never
13764,Female,41,Married partner,Bachelors degree,Management,$62500 - $74999,1~3,4~8,4~8,4~8,1~3
12686,Male,41,Divorced,Some college - no degree,Transportation & Material Moving,$50000 - $62499,less1,less1,1~3,1~3,1~3
20320,Female,21,Married partner,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3
20118,Female,36,Married partner,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$87500 - $99999,1~3,4~8,4~8,4~8,1~3
11521,Female,31,Unmarried partner,Bachelors degree,Legal,$100000 or More,never,less1,less1,1~3,1~3
17838,Female,31,Married partner,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,less1
13918,Female,26,Single,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,never,1~3,less1,less1
22681,Male,26,Single,Bachelors degree,Sales & Related,$75000 - $87499,never,never,1~3,4~8,1~3
15825,Male,31,Married partner,Bachelors degree,Architecture & Engineering,$87500 - $99999,less1,less1,4~8,less1,less1
22492,Female,26,Unmarried partner,Some college - no degree,Office & Administrative Support,$50000 - $62499,1~3,never,4~8,4~8,less1
21916,Female,below21,Single,Some college - no degree,Student,$100000 or More,never,less1,1~3,1~3,1~3
20085,Female,31,Single,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,never,less1,4~8,1~3,1~3
10423,Male,50plus,Married partner,Bachelors degree,Personal Care & Service,$50000 - $62499,never,less1,less1,1~3,less1
19004,Male,below21,Single,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1
21139,Male,50plus,Single,Bachelors degree,Management,$100000 or More,1~3,4~8,4~8,1~3,less1
12763,Female,50plus,Married partner,Bachelors degree,Education&Training&Library,$50000 - $62499,never,never,less1,less1,less1
12714,Male,21,Single,Bachelors degree,Computer & Mathematical,$87500 - $99999,1~3,1~3,1~3,4~8,1~3
13350,Male,46,Unmarried partner,Bachelors degree,Business & Financial,$62500 - $74999,never,less1,4~8,1~3,never
21773,Female,26,Single,Bachelors degree,Office & Administrative Support,$12500 - $24999,less1,less1,less1,less1,less1
11306,Female,21,Unmarried partner,High School Graduate,Student,$37500 - $49999,never,1~3,1~3,4~8,never
19989,Female,36,Divorced,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,less1,never
12135,Female,21,Single,Some college - no degree,Life Physical Social Science,Less than $12500,less1,1~3,4~8,gt8,less1
12974,Male,31,Married partner,Some college - no degree,Computer & Mathematical,$37500 - $49999,never,less1,4~8,less1,less1
21123,Male,21,Single,Some college - no degree,Computer & Mathematical,Less than $12500,never,4~8,4~8,4~8,never
15831,Female,50plus,Single,Graduate degree (Masters or Doctorate),Arts Design Entertainment Sports & Media,$37500 - $49999,1~3,4~8,4~8,4~8,1~3
19298,Male,below21,Single,High School Graduate,Student,$87500 - $99999,never,less1,1~3,4~8,4~8
16370,Female,26,Unmarried partner,Bachelors degree,Management,$62500 - $74999,1~3,gt8,gt8,gt8,gt8
10648,Female,41,Single,Some college - no degree,Office & Administrative Support,$25000 - $37499,less1,1~3,1~3,1~3,never
13727,Female,50plus,Single,Bachelors degree,Sales & Related,$25000 - $37499,never,less1,1~3,1~3,1~3
14762,Female,50plus,Single,Bachelors degree,Retired,$37500 - $49999,never,never,less1,4~8,less1
12348,Female,31,Married partner,Some college - no degree,Education&Training&Library,$50000 - $62499,less1,1~3,4~8,4~8,less1
19704,Male,41,Married partner,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3
16869,Female,50plus,Single,Graduate degree (Masters or Doctorate),Unemployed,$12500 - $24999,never,4~8,1~3,1~3,never
10989,Female,36,Married partner,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$87500 - $99999,less1,less1,1~3,4~8,less1
18868,Male,26,Single,Graduate degree (Masters or Doctorate),Healthcare Support,$37500 - $49999,4~8,1~3,4~8,1~3,less1
14071,Female,36,Married partner,Some college - no degree,Computer & Mathematical,$25000 - $37499,never,never,1~3,less1,never
12935,Female,31,Divorced,High School Graduate,Business & Financial,$25000 - $37499,1~3,less1,1~3,less1,4~8
15274,Male,50plus,Married partner,Graduate degree (Masters or Doctorate),Retired,$62500 - $74999,never,4~8,1~3,4~8,less1
17510,Female,41,Unmarried partner,Some college - no degree,Unemployed,Less than $12500,never,1~3,1~3,4~8,less1
14859,Male,below21,Single,Some college - no degree,Student,$62500 - $74999,never,1~3,4~8,1~3,less1
12087,Female,36,Divorced,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,never,gt8,gt8,gt8,1~3
16981,Male,36,Married partner,Bachelors degree,Computer & Mathematical,$50000 - $62499,1~3,never,1~3,4~8,never
22149,Female,21,Unmarried partner,Bachelors degree,Unemployed,$25000 - $37499,never,never,1~3,1~3,less1
10791,Female,46,Married partner,Some college - no degree,Sales & Related,$25000 - $37499,less1,less1,1~3,less1,never
13011,Female,31,Divorced,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,1~3,never,4~8,less1,less1
19529,Male,31,Unmarried partner,Bachelors degree,Sales & Related,$12500 - $24999,never,less1,1~3,1~3,never
16883,Female,50plus,Single,Graduate degree (Masters or Doctorate),Unemployed,$12500 - $24999,never,4~8,1~3,1~3,never
17445,Female,50plus,Married partner,Bachelors degree,Sales & Related,$50000 - $62499,4~8,4~8,1~3,1~3,less1
16436,Female,26,Single,Some college - no degree,Office & Administrative Support,$37500 - $49999,1~3,never,1~3,1~3,1~3
10983,Female,36,Married partner,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$87500 - $99999,less1,less1,1~3,4~8,less1
20915,Female,21,Unmarried partner,Some college - no degree,Student,Less than $12500,1~3,1~3,4~8,1~3,less1
16095,Male,21,Unmarried partner,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,1~3,less1,1~3,1~3,never
21993,Female,21,Married partner,Bachelors degree,Unemployed,$37500 - $49999,never,less1,1~3,1~3,less1
10840,Male,50plus,Married partner,Bachelors degree,Retired,$87500 - $99999,never,never,less1,1~3,less1
17535,Female,36,Single,Some college - no degree,Healthcare Practitioners & Technical,$12500 - $24999,never,less1,gt8,4~8,less1
18184,Female,46,Married partner,Bachelors degree,Construction & Extraction,$12500 - $24999,1~3,4~8,4~8,1~3,less1
14259,Male,21,Single,Bachelors degree,Student,$100000 or More,1~3,4~8,1~3,4~8,1~3
20712,Female,41,Single,Bachelors degree,Healthcare Support,$75000 - $87499,less1,less1,1~3,1~3,less1
13779,Female,26,Single,Some college - no degree,Food Preparation & Serving Related,$25000 - $37499,1~3,1~3,1~3,1~3,less1
13835,Female,50plus,Married partner,Associates degree,Arts Design Entertainment Sports & Media,$25000 - $37499,never,never,less1,1~3,never
20838,Male,21,Single,Some college - no degree,Sales & Related,$37500 - $49999,1~3,gt8,4~8,1~3,less1
16901,Female,21,Unmarried partner,Bachelors degree,Sales & Related,$25000 - $37499,1~3,4~8,4~8,1~3,1~3
13010,Female,31,Divorced,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,1~3,never,4~8,less1,less1
20921,Female,21,Unmarried partner,Some college - no degree,Student,Less than $12500,1~3,1~3,4~8,1~3,less1
16750,Male,21,Single,Some college - no degree,Unemployed,$75000 - $87499,1~3,4~8,less1,less1,never
13095,Male,26,Married partner,Bachelors degree,Computer & Mathematical,$87500 - $99999,never,less1,1~3,1~3,less1
20777,Female,31,Single,High School Graduate,Healthcare Support,$25000 - $37499,never,1~3,1~3,1~3,less1
19342,Female,50plus,Single,Associates degree,Retired,Less than $12500,never,never,less1,never,never
18260,Female,36,Married partner,Associates degree,Healthcare Practitioners & Technical,$75000 - $87499,less1,never,4~8,1~3,less1
19833,Female,21,Single,Associates degree,Sales & Related,$25000 - $37499,4~8,1~3,4~8,1~3,less1
15590,Male,below21,Single,Some college - no degree,Student,Less than $12500,never,less1,gt8,1~3,never
15598,Male,below21,Single,Some college - no degree,Student,Less than $12500,never,less1,gt8,1~3,never
19693,Male,41,Married partner,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3
15243,Female,26,Unmarried partner,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,less1,less1,1~3,less1,never
10773,Female,26,Single,Graduate degree (Masters or Doctorate),Legal,$25000 - $37499,1~3,1~3,1~3,gt8,1~3
11336,Female,46,Single,Some college - no degree,Sales & Related,$37500 - $49999,never,less1,1~3,1~3,1~3
13945,Male,26,Married partner,Bachelors degree,Computer & Mathematical,$25000 - $37499,less1,1~3,1~3,1~3,1~3
21457,Female,41,Married partner,Some college - no degree,Education&Training&Library,$100000 or More,never,gt8,gt8,gt8,4~8
19821,Female,21,Single,Associates degree,Sales & Related,$25000 - $37499,4~8,1~3,4~8,1~3,less1
13527,Female,21,Unmarried partner,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,less1,4~8,1~3,,less1
11412,Female,50plus,Widowed,High School Graduate,Retired,$12500 - $24999,never,less1,1~3,4~8,less1
10250,Female,21,Single,High School Graduate,Unemployed,Less than $12500,1~3,never,4~8,1~3,less1
20304,Female,31,Married partner,Bachelors degree,Unemployed,$100000 or More,never,4~8,4~8,4~8,less1
18561,Female,21,Married partner,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3
11461,Male,46,Married partner,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,less1,1~3,1~3,less1,1~3
16748,Male,21,Single,Some college - no degree,Unemployed,$75000 - $87499,1~3,4~8,less1,less1,never
14988,Female,21,Single,High School Graduate,Unemployed,$100000 or More,never,never,less1,never,never
15017,Female,31,Married partner,Some college - no degree,Unemployed,$50000 - $62499,never,never,1~3,gt8,1~3
20538,Female,50plus,Married partner,High School Graduate,Retired,$75000 - $87499,never,never,4~8,less1,1~3
13392,Male,50plus,Married partner,Some college - no degree,Protective Service,$37500 - $49999,never,less1,gt8,gt8,1~3
22604,Female,50plus,Divorced,Some college - no degree,Personal Care & Service,$12500 - $24999,never,less1,1~3,1~3,less1
12174,Male,21,Single,Bachelors degree,Student,$100000 or More,4~8,gt8,4~8,gt8,1~3
17871,Female,50plus,Single,Bachelors degree,Office & Administrative Support,$37500 - $49999,less1,4~8,1~3,1~3,1~3
14801,Male,21,Single,High School Graduate,Student,$37500 - $49999,less1,never,less1,less1,never
16856,Female,46,Married partner,Some High School,Unemployed,$12500 - $24999,never,never,less1,less1,never
19629,Male,46,Single,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3
12810,Male,below21,Single,Some college - no degree,Student,$50000 - $62499,never,1~3,4~8,4~8,less1
15671,Female,31,Single,Bachelors degree,Production Occupations,$37500 - $49999,less1,less1,4~8,,less1
20554,Male,26,Single,Some High School,Installation Maintenance & Repair,$12500 - $24999,4~8,1~3,1~3,4~8,4~8
18941,Female,31,Married partner,Associates degree,Student,$87500 - $99999,never,4~8,4~8,less1,less1
15799,Female,31,Unmarried partner,Bachelors degree,Management,$25000 - $37499,4~8,less1,1~3,4~8,1~3
16920,Male,31,Unmarried partner,Some college - no degree,Sales & Related,$62500 - $74999,gt8,1~3,1~3,4~8,less1
16667,Male,26,Unmarried partner,Some college - no degree,Transportation & Material Moving,$12500 - $24999,1~3,4~8,1~3,4~8,less1
